primaryTitle,genres,startYear
Gattaca,"Drama,Sci-Fi,Thriller",1997
George of the Jungle,"Action,Adventure,Comedy",1997
Good Will Hunting,"Drama,Romance",1997
Goodbye Lover,"Comedy,Crime,Mystery",1998
Great Expectations,"Drama,Romance",1998
Gupt: The Hidden Truth,"Action,Crime,Mystery",1997
Hercules,"Action,Adventure,Animation",1997
Hero No. 1,"Comedy,Drama,Musical",1997
Home Alone 3,"Action,Comedy,Crime",1997
I Know What You Did Last Summer,"Horror,Mystery",1997
I Want You,"Crime,Drama,Music",1998
The Ice Storm,Drama,1997
Inventing the Abbotts,"Drama,Romance",1997
Iruvar,"Biography,Drama",1997
The Jackal,"Action,Crime,Drama",1997
Jackie Brown,"Crime,Drama,Thriller",1997
Judaai,"Comedy,Drama,Romance",1997
Judwaa,"Action,Comedy,Drama",1997
Kiss or Kill,"Crime,Drama,Thriller",1997
Kiss the Girls,"Crime,Drama,Mystery",1997
Knockin' on Heaven's Door,"Action,Comedy,Crime",1997
Kundun,"Biography,Drama,History",1997
L.A. Confidential,"Crime,Drama,Mystery",1997
Legend of the Spirit Dog,Drama,1997
Liar Liar,"Comedy,Fantasy",1997
Little Boy Blue,Drama,1997
Lolita,"Drama,Romance",1997
The Lost World: Jurassic Park,"Action,Adventure,Sci-Fi",1997
Another 9½ Weeks,"Drama,Romance",1997
The Wax Mask,Horror,1997
Twilight,"Crime,Drama,Mystery",1998
Marthe,"Drama,Romance,War",1997
The Maze,"Drama,Fantasy,Sci-Fi",1997
Meet Joe Black,"Drama,Fantasy,Romance",1998
Men in Black,"Action,Adventure,Comedy",1997
Mimic,"Horror,Sci-Fi",1997
Princess Mononoke,"Adventure,Animation,Fantasy",1997
Mother and Son,Drama,1997
Mousehunt,Comedy,1997
Death Sentence,"Action,Drama",1997
Mrityudaata,"Action,Drama,Musical",1997
Mrs Dalloway,"Drama,Romance",1997
My Best Friend's Wedding,"Comedy,Drama,Romance",1997
Naseeb,"Drama,Romance",1998
Nightwatch,"Drama,Horror,Thriller",1997
As Good as It Gets,"Comedy,Drama,Romance",1997
One Night Stand,"Drama,Romance",1997
Pardes,"Drama,Musical,Romance",1997
Pardesi Babu,"Comedy,Drama,Romance",1998
The Peacemaker,"Action,Crime,Drama",1997
Picture Perfect,"Comedy,Drama,Romance",1997
After Sex,"Drama,Romance",1997
The Postman,"Action,Adventure,Drama",1997
The Rainmaker,"Crime,Drama,Thriller",1997
The Replacement Killers,"Action,Crime,Thriller",1998
Scream 2,"Horror,Mystery",1997
Seven Years in Tibet,"Adventure,Biography,Drama",1997
The Proposition,"Drama,Romance",1998
Soldier,"Action,Drama,Sci-Fi",1998
Spawn,"Action,Crime,Drama",1997
Speed 2: Cruise Control,"Action,Adventure,Crime",1997
Sphere,"Mystery,Sci-Fi,Thriller",1998
Three Kings,"Action,Adventure,Comedy",1999
Starship Troopers,"Action,Adventure,Sci-Fi",1997
The Sweet Hereafter,Drama,1997
That Old Feeling,"Comedy,Romance",1997
A Thousand Acres,Drama,1997
A Simple Plan,"Crime,Drama,Thriller",1998
Titanic,"Drama,Romance",1997
Tomorrow Never Dies,"Action,Adventure,Thriller",1997
Toy Story 2,"Adventure,Animation,Comedy",1999
The Truman Show,"Comedy,Drama",1998
U Turn,"Crime,Drama,Thriller",1997
Vegas Vacation,Comedy,1997
Virasat,"Action,Drama,Musical",1997
Volcano,"Action,Drama,Sci-Fi",1997
The Waterboy,"Comedy,Sport",1998
Wishmaster,"Fantasy,Horror",1997
Yes Boss,"Comedy,Drama,Musical",1997
Dance with Me,"Drama,Music,Romance",1998
54,"Drama,Music",1998
American History X,"Crime,Drama",1998
Antz,"Adventure,Animation,Comedy",1998
Armageddon,"Action,Adventure,Sci-Fi",1998
The Bachelor,"Comedy,Romance",1999
Being John Malkovich,"Comedy,Drama,Fantasy",1999
Blade,"Action,Horror,Sci-Fi",1998
A Walk on the Moon,"Drama,Romance",1999
The Mummy,"Action,Adventure,Fantasy",1999
A Bug's Life,"Adventure,Animation,Comedy",1998
Chicken Run,"Adventure,Animation,Comedy",2000
Ever After: A Cinderella Story,"Drama,Romance",1998
A Civil Action,"Biography,Drama",1998
The Deep End of the Ocean,Drama,1999
Deep Impact,"Action,Drama,Sci-Fi",1998
The 13th Warrior,"Action,Adventure,History",1999
Enemy of the State,"Action,Thriller",1998
Eyes Wide Shut,"Drama,Mystery,Thriller",1999
Fantastic Four,"Action,Adventure,Fantasy",2005
Fear and Loathing in Las Vegas,"Adventure,Comedy,Drama",1998
Frida,"Biography,Drama,Romance",2002
From Hell,"Crime,Horror,Mystery",2001
Gloria,"Crime,Drama,Thriller",1999
Godzilla,"Action,Sci-Fi,Thriller",1998
Stepmom,"Comedy,Drama",1998
The Green Mile,"Crime,Drama,Fantasy",1999
All I Wanna Do!,Comedy,1998
In Dreams,"Drama,Fantasy,Horror",1999
Knock Off,"Action,Crime,Thriller",1998
The Legend of 1900,"Drama,Music,Romance",1998
Lion of Oz,"Animation,Family,Musical",2000
"Lock, Stock and Two Smoking Barrels","Comedy,Crime",1998
The Lord of the Rings: The Fellowship of the Ring,"Adventure,Drama,Fantasy",2001
Lost in Space,"Action,Adventure,Sci-Fi",1998
The Mask of Zorro,"Action,Adventure,Comedy",1998
Mercury Rising,"Action,Crime,Drama",1998
Mighty Joe Young,"Action,Adventure,Family",1998
Mission: Impossible II,"Action,Adventure,Thriller",2000
Mulan,"Adventure,Animation,Comedy",1998
My Favorite Martian,"Comedy,Family,Sci-Fi",1999
The Negotiator,"Action,Crime,Drama",1998
One True Thing,Drama,1998
Out of Sight,"Comedy,Crime,Drama",1998
The Parent Trap,"Adventure,Comedy,Drama",1998
Payback,"Action,Crime,Drama",1999
A Perfect Murder,"Crime,Drama,Thriller",1998
Jaime,Drama,1999
Practical Magic,"Comedy,Drama,Fantasy",1998
The Prince of Egypt,"Adventure,Animation,Drama",1998
Resident Evil,"Action,Horror,Sci-Fi",2002
Rush Hour,"Action,Comedy,Crime",1998
Saving Private Ryan,"Drama,War",1998
Six Days Seven Nights,"Action,Adventure,Comedy",1998
Species II,"Action,Horror,Sci-Fi",1998
Star Trek: Insurrection,"Action,Adventure,Sci-Fi",1998
Tarzan,"Adventure,Animation,Comedy",1999
Tarzan and the Lost City,"Action,Adventure,Family",1998
The Thin Red Line,"Drama,History,War",1998
"Torrente, the Dumb Arm of the Law","Comedy,Crime",1998
U.S. Marshals,"Action,Crime,Thriller",1998
Vampires,"Action,Horror,Thriller",1998
The Wedding Singer,"Comedy,Music,Romance",1998
Wild Things,"Crime,Drama,Mystery",1998
Wild Wild West,"Action,Comedy,Sci-Fi",1999
X-Men,"Action,Adventure,Sci-Fi",2000
eXistenZ,"Horror,Mystery,Sci-Fi",1999
Fantasia 2000,"Animation,Family,Fantasy",1999
Men in Black II,"Action,Adventure,Comedy",2002
Star Wars: Episode I - The Phantom Menace,"Action,Adventure,Fantasy",1999
The Emperor's New Groove,"Adventure,Animation,Comedy",2000
Corpse Bride,"Animation,Comedy,Drama",2005
Henna,"Drama,Musical,Romance",1991
Love on a Horse,"Drama,Romance",1973
Star Wars: Episode II - Attack of the Clones,"Action,Adventure,Fantasy",2002
Star Wars: Episode III - Revenge of the Sith,"Action,Adventure,Fantasy",2005
Lethal Weapon 4,"Action,Crime,Thriller",1998
Madhosh,"Drama,Musical,Romance",1974
My Wife's Lover,"Drama,Romance",1992
Melody,"Drama,Musical",1998
Chaalbaaz,"Action,Comedy,Drama",1989
The Second Wife,"Comedy,Romance",1998
Small Soldiers,"Action,Adventure,Comedy",1998
Les petites saintes y touchent,"Comedy,Romance",1974
Hero,"Action,Drama,Romance",1983
The Annunciation,Drama,1984
Artemisia,"Biography,Drama,History",1997
Cube,"Horror,Mystery,Sci-Fi",1997
Cure,"Crime,Horror,Mystery",1997
Lover Boy,"Drama,Romance",1989
Madeline,"Comedy,Family",1998
Two Girls and a Guy,"Drama,Romance",1997
Blast from the Past,"Comedy,Drama,Romance",1999
He Got Game,"Drama,Sport",1998
Thursday,"Action,Comedy,Crime",1998
Heartbreakers,"Comedy,Crime,Romance",2001
Who Wants to Kill Jessie?,"Action,Comedy,Crime",1966
Notting Hill,"Comedy,Drama,Romance",1999
Sazaye Maut,"Crime,Drama",1981
Tohfa,"Drama,Romance",1984
Open Your Eyes,"Drama,Mystery,Sci-Fi",1997
Shrek,"Adventure,Animation,Comedy",2001
Chamatkar,"Comedy,Drama,Fantasy",1992
Friend of the Family II,Drama,1996
Snatch,"Crime,Drama,Thriller",1976
Deewana,"Action,Comedy,Drama",1992
Election,"Comedy,Romance",1999
The End of Agent W4C,"Comedy,Crime,Sci-Fi",1967
Who Am I?,"Action,Adventure,Comedy",1998
Elizabeth,"Biography,Drama,History",1998
Another Day in Paradise,"Crime,Drama,Thriller",1998
Can't Hardly Wait,"Comedy,Romance",1998
L.E.T.H.A.L. Ladies: Return to Savage Beach,"Action,Adventure",1998
The Sex Perils of Paulette,Drama,1965
Malizia Today,Drama,1990
Innocence,Drama,1997
Rounders,"Crime,Drama",1998
Rushmore,"Comedy,Drama,Romance",1998
You've Got Mail,"Comedy,Drama,Romance",1998
Chalti Ka Naam Gaadi,"Comedy,Musical,Romance",1958
Dark Harbor,"Drama,Thriller",1998
The Iron Giant,"Action,Adventure,Animation",1999
Patch Adams,"Biography,Comedy,Drama",1998
There's Something About Mary,"Comedy,Romance",1998
Wild Attraction,"Adult,Drama,Romance",1992
I Still Know What You Did Last Summer,"Horror,Mystery,Thriller",1998
Vishwatma,"Action,Drama,Thriller",1992
Dinosaur,"Adventure,Animation,Drama",2000
Run Lola Run,"Action,Crime,Thriller",1998
"Oh, My Beautiful Stepmother",Drama,1976
"So Young, So Lovely, So Vicious...","Drama,Mystery,Thriller",1975
Rogue Trader,"Crime,Drama,History",1999
Flypaper,"Comedy,Crime",1999
Foot Path,"Comedy,Crime,Drama",1953
Goodbye,\N,1993
October Sky,"Biography,Drama,Family",1999
Ishq,"Action,Comedy,Drama",1997
The Matrix,"Action,Sci-Fi",1999
Planet of the Apes,"Action,Adventure,Sci-Fi",2001
Farewell to the Land,Drama,1982
Sex and Zen III,"Drama,Horror",1998
Treasure Planet,"Action,Adventure,Animation",2002
The Faculty,"Horror,Mystery,Sci-Fi",1998
The Raffle,"Comedy,Drama,Romance",1991
Scream 3,"Horror,Mystery",2000
The Talented Mr. Ripley,"Crime,Drama,Thriller",1999
8MM,"Crime,Drama,Mystery",1999
Pitch Black,"Horror,Sci-Fi,Thriller",2000
Provocateur,"Action,Drama,Thriller",1998
A Real Young Girl,Drama,1976
Bhai,"Action,Drama",1997
Black Light,"Crime,Mystery,Romance",1998
Rakshak,"Action,Thriller",1996
Sapoot,"Action,Crime,Drama",1996
English Babu Desi Mem,"Comedy,Drama,Musical",1996
Koyla,"Action,Drama,Musical",1997
Maya,"Drama,Mystery,Romance",1993
Ostinato destino,Comedy,1992
Albela,"Comedy,Drama,Musical",1951
Anupama,"Drama,Romance",1966
Anuradha,"Drama,Romance",1960
Chinese Hercules,"Action,Drama",1973
Entrapment,"Action,Crime,Romance",1999
Fight Club,"Crime,Drama,Thriller",1999
The Girl from Pussycat,"Crime,Drama",1969
Meeting a Milestone: Ustad Bismillah Khan,Documentary,1989
The Sex Killer,"Horror,Thriller",1965
Shakespeare in Love,"Comedy,Drama,History",1998
The Astronaut's Wife,"Drama,Sci-Fi,Thriller",1999
Bhabhi Ki Chudiyan,"Drama,Family",1961
Chitralekha,"Comedy,Drama,History",1964
Dushmun,Drama,1972
Intolerable Cruelty,"Comedy,Crime,Romance",2003
My Brother's Wife,"Drama,Romance",1966
Pi,"Drama,Horror,Mystery",1998
The Road to El Dorado,"Adventure,Animation,Comedy",2000
Adil-E-Jahangir,Drama,1955
Bahana,Drama,1960
Char Dil Char Rahen,Drama,1959
Cruel Intentions,"Drama,Romance",1999
Go,"Comedy,Crime",1999
High Art,"Drama,Romance",1998
Kaajal,"Drama,Musical,Romance",1965
Lake Placid,"Action,Comedy,Horror",1999
Lakshmi Narayan,Fantasy,1951
Leatherface,"Action,Adventure",1939
Madam Savant,"Drama,Romance,Thriller",1997
Maain Bhi Ladki Hun,Drama,1964
Noorjehan,"Drama,History,Romance",1967
Phool Aur Patthar,"Action,Drama,Romance",1966
Pyaar Ka Saagar,"Drama,Family,Musical",1961
Satta Bazaar,Drama,1959
Training Day,"Crime,Drama,Thriller",2001
Veer Ghatotkach,"Action,Adventure,Drama",1949
The Thirteenth Floor,"Mystery,Sci-Fi,Thriller",1999
Annamalai,"Comedy,Drama,Musical",1992
Arunachalam,"Action,Comedy,Drama",1997
Avvai Shanmugi,"Comedy,Drama,Musical",1996
Baasha,"Action,Crime,Drama",1995
Me,"Comedy,Drama",1987
Guna,"Drama,Romance",1991
Mahanadi,"Crime,Drama",1994
The Insider,"Biography,Drama,History",1999
Michael Madana Kama Rajan,Comedy,1990
Mozart in Love,"Biography,Comedy,Drama",1975
Muthu,"Action,Comedy,Drama",1995
Pathinaru Vayathinile,"Drama,Musical,Romance",1977
When Love Is Lust,Drama,1973
Sathi Leelavathi,"Comedy,Drama",1995
The Seven Kittens,"Comedy,Drama",1980
Veera,"Comedy,Romance",1994
Vetri Vizha,"Action,Drama,Mystery",1989
Jack Frost,"Comedy,Drama,Family",1998
Gopi,"Action,Comedy,Drama",1970
Inspector Gadget,"Action,Adventure,Comedy",1999
Singaar,"Drama,Family",1949
U-571,"Action,War",2000
The War Zone,"Drama,Thriller",1999
Big Daddy,"Comedy,Drama",1999
Khamoshi,"Drama,Romance",1969
Nanak Naam Jahaz Hai,Drama,1969
The Ninth Gate,"Mystery,Thriller",1999
Time Escapade: 5 Seconds Til Climax,"Comedy,Sci-Fi",1986
The World Is Not Enough,"Action,Adventure,Thriller",1999
Dahan,Drama,1998
Killer Crocodile,"Adventure,Horror,Sci-Fi",1989
Father's Acre,Drama,2009
Molly,"Comedy,Drama,Romance",1999
American Psycho,"Comedy,Crime,Drama",2000
Bride of Chucky,"Comedy,Horror,Thriller",1998
The General's Daughter,"Crime,Drama,Mystery",1999
Holy Smoke,"Comedy,Drama",1999
Little Men,Drama,1998
Spider-Man,"Action,Adventure,Sci-Fi",2002
Acid Rain,"Fantasy,Thriller",1998
Austin Powers: The Spy Who Shagged Me,"Action,Adventure,Comedy",1999
The Bone Collector,"Crime,Drama,Mystery",1999
The Bishop's Bedroom,"Comedy,Crime,Drama",1977
Thirteen Days,"Drama,History,Thriller",2000
Lara Croft: Tomb Raider,"Action,Adventure,Fantasy",2001
Upkar,"Drama,Romance,War",1967
Urban Legend,"Horror,Mystery,Thriller",1998
Dosti,"Drama,Family,Musical",1964
End of Days,"Action,Fantasy,Horror",1999
Ghunghat,"Drama,Family",1960
Hot Sex in Bangkok,Comedy,1974
High Fidelity,"Comedy,Drama,Music",2000
Masoom,Drama,1960
One-Sided Passion,Drama,1986
Happiness,"Comedy,Drama",1998
10 Things I Hate About You,"Comedy,Drama,Romance",1999
Ankhen,"Action,Adventure,Drama",1968
Anokhi Raat,"Crime,Drama,Mystery",1968
Brahmachari,"Comedy,Drama,Family",1968
Heer Raanjha,"Drama,Family,Musical",1970
Khilona,"Drama,Musical,Romance",1970
Neel Kamal,"Drama,Fantasy,Musical",1968
Play Motel,"Crime,Drama,Horror",1979
Saraswatichandra,"Drama,Romance",1968
Sheer Passion,Thriller,1998
Shikar,"Mystery,Thriller",1968
Deep Blue Sea,"Action,Adventure,Sci-Fi",1999
Aa Ab Laut Chalen,"Drama,Musical,Romance",1999
Aashiqui,"Drama,Musical,Romance",1990
Ailane Jung,\N,1936
Azad,Drama,1940
Bewaffa Se Waffa,Romance,1992
Coming Soon,"Comedy,Romance",1999
Daag: A Poem of Love,"Drama,Music,Romance",1973
Dharamjeet,\N,1975
Double Jeopardy,"Crime,Drama,Mystery",1999
Earth,"Drama,Romance,War",1998
Faslah,"Crime,Drama,Romance",1974
14 and Under,Comedy,1973
Straight from the Heart,"Comedy,Drama,Musical",1999
Return from Hell,Drama,1983
Jaan,"Action,Drama,Romance",1996
Jeans,"Comedy,Drama,Romance",1998
Josh,"Action,Drama,Musical",2000
Khoon Bhari Maang,"Action,Drama,Thriller",1988
Ladies Room,"Comedy,Drama",1999
Main Tulsi Tere Aangan Ki,"Drama,Family",1978
Man Ki Jeet,"Drama,Romance",1944
Manjari Opera,Drama,1970
Nayika Sangbad,"Comedy,Drama,Romance",1967
Never Been Kissed,"Comedy,Drama,Romance",1999
Office Space,Comedy,1999
Pola X,"Drama,Romance",1999
Ram Teri Ganga Maili,"Drama,Musical,Romance",1985
Private Manoeuvres,"Comedy,Drama",1983
Shoharat,\N,1956
Sohni Mahiwal,"Action,Drama,Romance",1984
Sonar Khancha,Drama,1973
Taal,"Drama,Musical,Romance",1999
Ticket,Drama,1986
Uttarayan,Drama,1963
Zahare Ishk,\N,1933
Aadavallu Meeku Joharulu,"Drama,Family",1981
Ninaithale Inikkum,"Musical,Romance",1979
First Rank,"Action,Drama,Sport",1990
Bare Bhaiyya,Musical,1951
Bambai Ki Sair,Comedy,1941
Bara-Dari,"Musical,Romance",1955
Chor Bazar,"Action,Drama",1954
Dakshayajna,\N,1934
The Celebration,Drama,1998
The Idiots,"Comedy,Drama",1998
Draupadi Vastra Haran,\N,1927
Following,"Crime,Mystery,Thriller",1998
Haqeeqat,"Action,Musical,War",1964
Heer Syal,\N,1960
Hindustan Ki Kasam,"Action,Drama,War",1973
Jaidev,\N,1926
Jayam Manade,Action,1986
Johny Mera Naam,"Action,Drama,Romance",1970
Jugari Dharma,\N,1927
Kabli Khan,"Action,Musical",1963
Blackmail,"Drama,Musical,Romance",1973
Khilona,\N,1942
Kudrat,"Drama,Mystery,Romance",1981
Manmatha Leelai,"Comedy,Drama,Romance",1976
Memsaab,Thriller,1971
Navin Bharat,\N,1924
Pataal Bhairavi,"Drama,Fantasy",1985
Punnagai Mannan,"Comedy,Drama,Musical",1986
Pyar Ka Karz,"Action,Drama,Thriller",1990
Rajput,"Action,Drama,Romance",1982
Sau Crore,"Mystery,Thriller",1991
Swarag Se Sunder,Drama,1986
Tatar Ka Chor,"Action,Fantasy",1940
Umang,"Drama,Family",1970
Ver Ni Vasulat,Drama,1935
Aavarampoo,"Drama,Romance",1992
Aparanji,\N,1944
Bambai Ki Mohini,\N,1934
Bhakta Kannappa,"Drama,Family",1976
Byleth: The Demon of Incest,"Drama,Horror",1972
Dr. Bezbarua,Thriller,1969
Karma,"Drama,Romance",1933
Kathodu Kathoram,Drama,1985
Kodiparakkudu,Crime,1988
Kokadeuta Nati Aru Hati,Drama,1983
The Love Call,"Comedy,Drama,Western",1919
Maha Chor,"Action,Comedy,Drama",1976
Mohini,\N,1921
Mukuta,\N,1970
Munthanai Mudichu,Drama,1983
Nehru,"Documentary,History",1984
Oru Kaidhiyin Diary,"Action,Crime,Drama",1985
Poornima,\N,1938
Psycho,"Horror,Mystery,Thriller",1998
Ranee,\N,1943
Red Rose,"Horror,Thriller",1980
Roop Lekha,Drama,1934
Sanam Teri Kasam,"Action,Comedy,Drama",1982
Shakuntala Aru Sankar Joseph Ali,\N,1984
Shri Rajeshwari Vilas Coffee Club,"Comedy,Drama",1976
Sigappu Rojakkal,"Drama,Thriller",1978
Sree Rama Anjaneya Yuddham,"Drama,Fantasy",1975
Thakas Mahathak,\N,1984
Tik Tik Tik,"Crime,Mystery,Thriller",1981
Vedam Puthithu,Drama,1987
Yuddha Kandam,\N,1977
Aparadhi,Drama,1931
Balak Aur Janwar,Adventure,1975
Bhagaban Shrikrishna Chaitanya,Drama,1953
Bichar,Drama,1943
Bin Maa Ke Bachche,Drama,1980
The Court Dancer: Raj Narkati,Drama,1941
Daal Me Kala,"Comedy,Drama",1964
The Bandit,"Action,Thriller",1975
Daku Mansur,\N,1934
Daman,"Drama,Family",1951
Lion of Mewar,History,1926
Gulshan-E-Arab,Fantasy,1929
Hariyali Aur Rasta,"Drama,Musical,Romance",1962
Hira Aur Patthar,Family,1977
How They Make Adult Movies,Documentary,1997
Hum Kahan Ja Rahe Hain,Drama,1966
Intaqam,\N,1930
Joroo Ka Ghulam,"Comedy,Romance",1972
Junoon,"Drama,Horror,Musical",1992
Jurm,"Action,Crime,Romance",1990
Kabzaa,"Action,Crime,Drama",1988
Ocean of Mercy,"Biography,Drama,Family",1978
Kaash,Drama,1987
Kumkum,Drama,1940
Laat Saheb,"Action,Drama",1946
Maa Baap Ki Laaj,\N,1946
Meri Ma,\N,1931
Cobra Girl,"Action,Drama,Fantasy",1963
Naukadubi,\N,1947
Payaase Panchhi,Comedy,1961
Perfect Blue,"Animation,Crime,Drama",1997
Radha Manav,\N,1926
Random Hearts,"Drama,Mystery,Romance",1999
Saathi,"Action,Crime,Drama",1991
Sadak,"Action,Crime,Drama",1991
Samrat Prithviraj Chauhan,"Adventure,History,Thriller",1959
I Stand Alone,"Crime,Drama,Thriller",1998
Sila Nerangalil Sila Manithargal,"Drama,Romance",1977
Sohni Mahiwal,\N,1928
Sonar Sansar,Drama,1936
Subhalagna,\N,1956
Telephone Girl,\N,1926
Tumhare Bina,"Drama,Family",1982
Vanthel Veshya,\N,1926
Wildcat of Bombay,\N,1927
Ankush,"Action,Drama",1986
Apne Paraye,"Comedy,Drama,Family",1980
Badshah,"Action,Adventure,Drama",1954
Bhagat Dhanna Jatt,"Action,Comedy,Drama",1974
Chandranath,Drama,1957
Chitchor,"Drama,Romance",1976
Clockstoppers,"Action,Adventure,Comedy",2002
Drop Dead Gorgeous,"Comedy,Romance,Thriller",1999
Dream Girl,"Romance,Thriller",1977
Har Har Mahadev,Fantasy,1974
Jagir,"Action,Adventure,Drama",1984
Bajrangbali,Fantasy,1976
Kathputli,"Drama,Romance",1971
Oli Vilakku,"Drama,Romance",1968
Pratighaat,"Action,Crime,Drama",1987
Ramer Sumati,"Drama,Family",1947
Safed Jhoot,"Comedy,Drama,Family",1978
Shesh Path,\N,1930
Shankar Parvati,"Adventure,Fantasy,History",1979
Sheesha,Drama,1986
Taqdeer,"Action,Drama,Romance",1983
Tulsi Vivah,"Adventure,Fantasy",1971
Tumse Achha Kaun Hai,"Comedy,Drama,Romance",1969
Aaj Ki Awaz,"Action,Crime,Drama",1984
Andhi Gali,"Drama,Thriller",1984
Avam,"Adventure,Mystery,Thriller",1987
The Burning Train,"Action,Thriller",1980
Indira B.A,Drama,1929
Kurbani,\N,1943
Maurya Patan,\N,1929
Milan Tithi,Romance,1985
Nikaah,"Drama,Romance",1982
Pati Patni Aur Woh,"Comedy,Romance",1978
Pratibad,\N,1948
Private Practices: The Story of a Sex Surrogate,Documentary,1985
